Line;seq;SO;Ext.order;WO;Status;print;obrada;Drawings;Truck;Truck date;CUSTOMER;Customer comment;EAN;DESCRIPTION;DESCRIPTION2;Color;QTY;Reason - comment;Nav Painted;WELDED;SHIPPED;STOCK;REST;TBP;logic palet 1;logic palet 2;logic palet 3;logic palet 4;BIG;EURO;PROGRESS;calc;Rest2;EX.SHIP DATE;Unit price;Rest price
G-LINE;0;SO027811;PO010496;WO074938;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;475813;WB W8x16 H2 6/117.4/152.4 Ø16.5 ET37;VG2 Orange BS592 STARCO 1030@40;KUBOTA ORANGE;4;;0;0;0;0;4;4;0,133333333;;0;0,133333333;;1;0;4;4;46003;57,31;229,24
E-LINE;0;SO027811;PO010496;WO074939;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;143774;WB 8.50Ix12 H2 6/90/120 Ø14 ET-18 Orange (CP 1031);STARCO 1030@40 + VL TR413 Rubber Snap-In ...;KUBOTA ORANGE;48;;0;0;0;0;48;48;0,8;;0;0,8;;1;0;48;48;46003;31,01;1488,48
G-LINE;0;SO027811;PO010496;WO074940;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;657172;WB W6x16 H2 6/90/120 Ø14.5 ET-50;VG3 Orange CP1031 STARCO 900@40;KUBOTA ORANGE;4;;0;0;0;0;4;4;0,114285714;;0;0,114285714;;1;0;4;4;46003;45,9;183,6
F-LINE;0;SO027811;PO010496;WO074941;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;714332;WB W9x18 H2 6/117.4/152.4 Ø15 ET3;VG2 Orange CP1031 STARCO 700@30;KUBOTA ORANGE;2;;0;0;0;0;2;2;0,125;;0;0,125;;1;0;2;2;46003;58,15;116,3
B-LINE;0;SO027616;KANBAN;WO074307;Finished;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;480;0;-480;0;45;45;0,257142857;0,428571429;0;0,257142857;;1;0,914285714;45;45;45924;9,19;413,55
F-LINE;0;SO027811;PO010496;WO074943;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;143804;WB W9x18 H2 6/114.5/152 Ø15 ET-19 VG3 Orange;CP1031 STARCO 1180@40 + VL TR618A Steel Gromit ...;KUBOTA ORANGE;100;;0;0;0;0;100;100;6,25;;6;0,25;6;1;0;100;100;46003;56,39;5639
F-LINE;0;SO027811;PO010496;WO074944;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;511313;WB W9x20 H2 6/114.5/152 Ø16 ET-45;VG3 Orange CP1031 STARCO 1060@40;KUBOTA ORANGE;10;;0;0;0;0;10;10;0,625;;0;0,625;;1;0;10;10;46003;76,51;765,1
G-LINE;0;SO027812;PO010524;WO074953;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;362755;WB AG9.50x14.5 H2 6/161/205 Ø21.5 R16.0 ET0;VG2 Silver RAL9006 STARCO 2000@40;RAL9006;40;;0;0;0;0;40;40;0,088888889;;0;0,088888889;;1;0;40;40;46003;46,8;1872
F-LINE;0;SO027812;PO010524;WO074954;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;376721;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0;VG3 Silver RAL9006 STARCO 3750@40;RAL9006;40;;0;0;0;0;40;40;4;;4;0;4;;0;40;40;46003;65,86;2634,4
E-LINE;0;SO027812;PO010524;WO074955;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;409702;WB 7.00Ix10 H2 5/80/114.3 Ø15 C80 ET-2;Grey RAL9023 STARCO 800@30;RAL9023;150;;0;0;0;0;150;150;1,875;;1;0,875;1;1;0;150;150;46003;22,91;3436,5
F-LINE;0;SO027813;PO010523;WO074962;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;158129;WB W9x18 H2 6/161/205 Ø21.5 R16 ET-12;Orange RAL2004 CP1108 STARCO 2700@20;RAL2004;50;;0;0;0;0;50;50;3,125;;3;0,125;3;1;0;50;50;46003;90,36;4518
G-LINE;0;SO027813;PO010523;WO074965;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;162775;WB 9.00x15.3 H2 5/94/140 Ø18.5 R14 ET0 VG2 Orange;RAL2004  CP1108 STARCO 1000@30 + VL TR415 Rubbe...;RAL2004;50;;0;0;0;0;50;50;1,785714286;;1;0,785714286;1;1;0;50;50;46003;44,68;2234
A-LINE;0;SO027820;BE25-011437;WO075000;Firm Planned;0;;Drawing;;;BOHNENKAMP SE;;640150;WI EPL 2.10C-4 19,2x70 RFD;TT Silver RAL9006 STARCO 400@16;RAL9006;200;;0;0;0;0;200;200;1;;1;0;1;;0;200;200;46080;15,7;3140
D-LINE;0;SO027821;PO005082;WO075002;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;275963;WB AG16.00x22.5 H2 8/221/275 Ø21.5 R16 ET-12;VG3 Black RAL9005 KENDA 4550@30;RAL9005;120;;0;0;0;0;120;120;15;;15;0;15;;0;120;120;45975;138,65;16638
D-LINE;0;SO027821;PO005082;WO075003;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;275963;WB AG16.00x22.5 H2 8/221/275 Ø21.5 R16 ET-12;VG3 Black RAL9005 KENDA 4550@30;RAL9005;120;;0;0;0;0;120;120;15;;15;0;15;;0;120;120;45982;138,65;16638
D-LINE;0;SO027821;PO005082;WO075004;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;275963;WB AG16.00x22.5 H2 8/221/275 Ø21.5 R16 ET-12;VG3 Black RAL9005 KENDA 4550@30;RAL9005;120;;0;0;0;0;120;120;15;;15;0;15;;0;120;120;45989;138,65;16638
A-LINE;0;SO027821;PO005082;WO075005;Firm Planned;0;;Drawing;;;KENDA GB Rugeley Ltd;;277226;WI GO 2.10Ax4 35,3x63,5;TL Red RAL3002 STARCO 300@16;RAL3002;780;;0;0;0;0;780;780;0,78;;0;0,78;;1;0;780;780;46073;3,44;2683,2
G-LINE;0;SO027821;PO005082;WO075006;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;429038;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET20;VG Black RAL9005 STARCO 1950@40;RAL9005 (CP1013);140;;0;0;0;0;140;140;5;;5;0;5;;0;140;140;45975;42,13;5898,2
G-LINE;0;SO027821;PO005082;WO075007;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;429038;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET20;VG Black RAL9005 STARCO 1950@40;RAL9005 (CP1013);140;;0;0;0;0;140;140;5;;5;0;5;;0;140;140;45982;42,13;5898,2
A-LINE;0;SO027821;PO005082;WO075008;Firm Planned;0;;Drawing;;;KENDA GB Rugeley Ltd;;493442;WI GO 2.50Ax8 35,3x63,5;Black RAL9005 STARCO 220@20;RAL9005 (CP1013);405;;0;0;0;0;405;405;1;;1;0;1;;0;405;405;46038;4,82;1952,1
E-LINE;0;SO027821;PO005082;WO075009;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;497433;WB 5Jx12 H2 5/94/140 Ø18.5 R14 ET0;VG3 Black RAL9005 STARCO 1000@40;RAL9005 (CP1013);56;;0;0;0;0;56;56;0,7;;0;0,7;;1;0;56;56;45989;25,64;1435,84
G-LINE;0;SO027821;PO005082;WO075010;Firm Planned;0;prolazne rupe;Drawing;;;KENDA GB Rugeley Ltd;;613949;WB 9.00x15.3 H2 5/93/140 Ø16.5 ET-15;VG3 Yellow (CP1090 JCB) STARCO 764@20;RAL1028;112;;0;0;0;0;112;112;4;;4;0;4;;0;112;112;45975;41,76;4677,12
G-LINE;0;SO027821;PO005082;WO075011;Firm Planned;0;prolazne rupe;Drawing;;;KENDA GB Rugeley Ltd;;613949;WB 9.00x15.3 H2 5/93/140 Ø16.5 ET-15;VG3 Yellow (CP1090 JCB) STARCO 764@20;RAL1028;112;;0;0;0;0;112;112;4;;4;0;4;;0;112;112;45982;41,76;4677,12
D-LINE;0;SO027821;PO005082;WO075012;Firm Planned;0;OC;Drawing;;;KENDA GB Rugeley Ltd;;613987;WB AG16.00x22.5 H2 5/290/335 Ø21.5 R22.4 ET-20;VG3 Yellow (CP1090 JCB) STARCO 4540@30;RAL1028;80;;0;0;0;0;80;80;10;;10;0;10;;0;80;80;45996;144,41;11552,8
F-LINE;0;SO027821;PO005082;WO075014;Firm Planned;0;OC;Drawing;;;KENDA GB Rugeley Ltd;;614014;WB W13x20 H2 5/290/335 Ø21.5 R22.4 ET10;VG3 Yellow (CP1090 JCB) STARCO 3423@30;RAL1028;120;;0;0;0;0;120;120;10;;10;0;10;;0;120;120;45982;87,36;10483,2
G-LINE;0;SO027821;PO005082;WO075015;Firm Planned;0;OC;Drawing;;;KENDA GB Rugeley Ltd;;614052;WB 9.00x15.3 H2 6/161/205 Ø20 R16 ET-45;VG3 Yellow (CP1090 JCB) STARCO 1710@22;RAL1028;140;;0;0;0;0;140;140;5;;5;0;5;;0;140;140;45975;41,76;5846,4
G-LINE;0;SO027821;PO005082;WO075016;Firm Planned;0;OC;Drawing;;;KENDA GB Rugeley Ltd;;614052;WB 9.00x15.3 H2 6/161/205 Ø20 R16 ET-45;VG3 Yellow (CP1090 JCB) STARCO 1710@22;RAL1028;140;;0;0;0;0;140;140;5;;5;0;5;;0;140;140;45982;41,76;5846,4
F-LINE;0;SO027821;PO005082;WO075017;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;614564;WB W13x20 H2 8/221/275 Ø21.5 R16 ET-15;VG3 Black RAL9005 STARCO 3750@30;RAL9005;160;;0;0;0;0;160;160;13,33333333;;13;0,333333333;13;1;0;160;160;45982;86,13;13780,8
F-LINE;0;SO027821;PO005082;WO075018;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;614564;WB W13x20 H2 8/221/275 Ø21.5 R16 ET-15;VG3 Black RAL9005 STARCO 3750@30;RAL9005;80;;0;0;0;0;80;80;6,666666667;;6;0,666666667;6;1;0;80;80;45975;86,13;6890,4
A-LINE;0;SO027821;PO005082;WO075019;Firm Planned;0;;Drawing;;;KENDA GB Rugeley Ltd;;647715;WI GO 3.25Ax6 20x75;Black RAL9005 STARCO 195@20;RAL9005;200;;0;0;0;0;200;200;0,362318841;;0;0,362318841;;1;0;200;200;45982;6,24;1248
G-LINE;0;SO027821;PO005082;WO075020;Firm Planned;0;prolazne rupe;Drawing;;;KENDA GB Rugeley Ltd;;713069;WB 9.00x15.3 H2 5/93/140 Ø16.5 ET-84;VG3 Yellow CP1090 STARCO 975@40;JCB YELLOW;112;;0;0;0;0;112;112;4;;4;0;4;;0;112;112;45975;41,76;4677,12
E-LINE;0;SO027821;PO005082;WO075021;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;723846;WB 8.50Ix12 H2 5/71/152.4 Ø14 C60 ET60;White RAL9002 STARCO 800@40;RAL9002;96;;0;0;0;0;96;96;2;;2;0;2;;0;96;96;45975;33,39;3205,44
A-LINE;0;SO027821;PO005082;WO075022;Firm Planned;0;;Drawing;;;KENDA GB Rugeley Ltd;;542195;WI EK 2.50Ax8 25x63,5/71,5;TL Silver RAL9006 62052RS STARCO 155@16;RAL9006;200;;0;0;0;0;200;200;0,533333333;;0;0,533333333;;1;0;200;200;45982;7,81;1562
G-LINE;0;SO027822;PO005087;WO075023;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;508610;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET35;VG3 Black RAL9005 STARCO 2033@30;RAL9006;56;;0;0;0;0;56;56;2;;2;0;2;;0;56;56;45982;41,11;2302,16
G-LINE;0;SO027822;PO005087;WO075024;Firm Planned;0;OC;Drawing;;;KENDA GB Rugeley Ltd;;676517;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET23;VG3 Black RAL9005 STARCO 1225@20;RAL9005;56;;0;0;0;0;56;56;2;;2;0;2;;0;56;56;45982;41,11;2302,16
E-LINE;0;SO027826;BE25-011350;WO075031;Firm Planned;0;OC;Drawing;;;BOHNENKAMP SE;;707532;WB 10.50Ix12 H2 5/94/140 Ø16 R14 ET26.5;Silver RAL9006 STARCO 900@40;RAL9006;150;;0;0;0;0;150;150;4,166666667;;4;0,166666667;4;1;0;150;150;46010;42,29;6343,5
E-LINE;0;SO027826;BE25-011350;WO075032;Firm Planned;0;OC;Drawing;;;BOHNENKAMP SE;;707556;WB 8.50Ix12 H2 5/94/140 Ø16 R14 ET27.5;Silver RAL9006 STARCO 875@40;RAL9006;150;;0;0;0;0;150;150;3,125;;3;0,125;3;1;0;150;150;46010;37,53;5629,5
G-LINE;0;SO027828;PO005094;WO075034;Firm Planned;0;CO Puncher;Drawing;;;KENDA GB Rugeley Ltd;;381732;WB 6Jx16 H2 6/161/205 Ø21.5 R16 ET0;Silver RAL9006 KENDA 1500@140;RAL9006;249;;0;0;0;0;249;249;8,3;;8;0,3;8;1;0;249;249;45989;39,23;9768,27
E-LINE;0;SO027829;BE25-011314;WO075035;Firm Planned;0;CO Puncher;Drawing;;;BOHNENKAMP SE;;277035;WB 7.00Ix12 H2 5/67/112 Ø16 R12 ET10;Silver RAL9006 KENDA 900@140;RAL9006;60;;0;0;0;0;60;60;1;;1;0;1;;0;60;60;46038;37,96;2277,6
A-LINE;0;SO027829;BE25-011314;WO075036;Firm Planned;0;;Drawing;;;BOHNENKAMP SE;;359946;WI GO 2.50Ax8 35x71;Red RAL3002 STARCO 155@16;RAL3002;200;;0;0;0;0;200;200;0,49382716;;0;0,49382716;;1;0;200;200;46080;5;1000
E-LINE;0;SO027829;BE25-011314;WO075037;Firm Planned;0;CO Puncher;Drawing;;;BOHNENKAMP SE;;274898;WB 8.50Ix10 H2 5/67/112 Ø16 R12 ET-4;Silver RAL9006 STARCO 750@130;RAL9006;100;;0;0;0;0;100;100;1,25;;1;0,25;1;1;0;100;100;46038;31,13;3113
B-LINE;0;SO027618;KANBAN;WO074313;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45947;9,19;4824,75
B-LINE;0;SO027621;KANBAN;WO074320;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;9,19;4824,75
E-LINE;0;SO027815;PO010515;WO074975;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;143774;WB 8.50Ix12 H2 6/90/120 Ø14 ET-18 Orange (CP 1031);STARCO 1030@40 + VL TR413 Rubber Snap-In ...;KUBOTA ORANGE;260;;0;0;0;0;260;260;4,333333333;;4;0,333333333;4;1;0;260;260;46003;31,01;8062,6
D-LINE;0;SO027816;PO010527;WO074977;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;719719;WB AG24.00x22.5 H2 8/221/275 Ø27 R18 ET-50;VG3 Silver RAL9006 KENDA 5600@50;RAL9006;20;;0;0;0;0;20;20;5;;5;0;5;;0;20;20;46003;158,32;3166,4
D-LINE;0;SO027816;PO010527;WO074981;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;743523;WB W11x18 H2 8/221/275 Ø27 R18 ET30;Orange RAL2004  CP1108 STARCO 3800@20;RAL2004;96;;0;0;0;0;96;96;8;;8;0;8;;0;96;96;46003;84,96;8156,16
F-LINE;0;SO027833;PO010525;WO075051;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;454061;WB W9x18 H2 6/117.4/152.4 Ø17 ET-5;Orange (BS 592 KUBOTA) STARCO 1200@50;KUBOTA ORANGE;20;;0;0;0;0;20;20;1,25;;1;0,25;1;1;0;20;20;46003;63,12;1262,4
G-LINE;0;SO027833;PO010525;WO075054;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;517704;WB W8x16 H2 6/114.5/152 Ø16 ET-35;VG3 Orange CP1031 STARCO 1500@40;KUBOTA ORANGE;8;;0;0;0;0;8;8;0,266666667;;0;0,266666667;;1;0;8;8;46003;53,56;428,48
F-LINE;0;SO027833;PO010525;WO075055;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;520100;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET-50;VG3 Silver RAL9006 STARCO 4000@40;RAL9006;50;;0;0;0;0;50;50;5;;5;0;5;;0;50;50;46003;62,61;3130,5
E-LINE;0;SO027833;PO010525;WO075058;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;571645;WB 6.00Ix10 H2 4/61/100 Ø15.5 R12 ET0;Silver RAL9006 STARCO 515@20;RAL9006;70;;0;0;0;0;70;70;0,729166667;;0;0,729166667;;1;0;70;70;46003;15,8;1106
ROLL LINE;0;SO027815;PO010515;WO074970;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;112091;WB 7.00Ix12 H2 5/93/140 Ø15 ET-10 Silver RAL9006;AVANT TECNO 970@40 + VL TR412 Rubber Snap-In V2...;RAL9006;200;;0;0;0;0;200;200;3,333333333;;3;0,333333333;3;1;0;200;200;46003;23,5;4700
B-LINE;0;SO027624;KANBAN;WO074331;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;9,19;4824,75
B-LINE;0;SO027627;KANBAN;WO074342;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;9,19;4824,75
B-LINE;0;SO027629;KANBAN;WO074347;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;9,19;4824,75
E-LINE;0;SO027837;KANBAN;WO075064;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;436159;WB 7.00Ix10 H2 4/60/100 Ø14.5 C60 ET-7;Silver RAL9006 NORMAL STARCO 400@25;RAL9006;210;;0;0;0;0;210;210;2,625;3,818181818;2;0,625;;4;0;210;210;45975;23,74;4985,4
B-LINE;0;SO027630;KANBAN;WO074356;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;9,19;4824,75
B-LINE;0;SO027631;KANBAN;WO074365;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;9,19;4824,75
B-LINE;0;SO027632;KANBAN;WO074368;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;9,19;4824,75
B-LINE;0;SO027633;KANBAN;WO074371;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;9,19;4824,75
B-LINE;0;SO027837;KANBAN;WO075068;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45975;9,19;4824,75
B-LINE;0;SO027838;KANBAN;WO075070;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45975;9,19;4824,75
B-LINE;0;SO027841;KANBAN;WO075076;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45982;9,19;4824,75
B-LINE;0;SO027842;KANBAN;WO075080;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45982;9,19;4824,75
B-LINE;0;SO027843;KANBAN;WO075082;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45982;9,19;4824,75
B-LINE;0;SO027844;KANBAN;WO075084;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45982;9,19;4824,75
B-LINE;0;SO027845;KANBAN;WO075088;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45989;9,19;4824,75
B-LINE;0;SO027846;KANBAN;WO075090;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45989;9,19;4824,75
B-LINE;0;SO027847;KANBAN;WO075092;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45989;9,19;4824,75
B-LINE;0;SO027848;KANBAN;WO075094;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45989;9,19;4824,75
B-LINE;0;SO027849;KANBAN;WO075096;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45996;9,19;4824,75
B-LINE;0;SO027850;KANBAN;WO075098;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45996;9,19;4824,75
B-LINE;0;SO027856;KANBAN;WO075107;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46003;9,19;4824,75
B-LINE;0;SO027857;KANBAN;WO075110;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46003;9,19;4824,75
B-LINE;0;SO027858;KANBAN;WO075112;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46003;9,19;4824,75
B-LINE;0;SO027860;KANBAN;WO075115;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46010;9,19;4824,75
E-LINE;0;SO027845;KANBAN;WO075085;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;436159;WB 7.00Ix10 H2 4/60/100 Ø14.5 C60 ET-7;Silver RAL9006 NORMAL STARCO 400@25;RAL9006;210;;0;0;0;0;210;210;2,625;3,818181818;2;0,625;;4;0;210;210;45989;23,74;4985,4
B-LINE;0;SO027861;KANBAN;WO075117;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46010;9,19;4824,75
B-LINE;0;SO027862;KANBAN;WO075119;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471242;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;6204 2RS STARCO 700@16 + VL TR412 Rubber Snap-I...;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46010;9,19;4824,75
